# Agent Annotate v42.11 — all 800 currently-annotated NCTs (629 train + 86 val + 85 test)
# Generated 2026-06-03 by merging scripts/dataset_v42_11/{train_dev_corpus_5c8d0aa0431a, val_8d9398b0af66, test_b9301e02fef5}.csv
# Source jobs: 5c8d0aa0431a (train), 8d9398b0af66 (val), b9301e02fef5 (test). Pipeline v42.11.
# The Cohort column identifies the formal train/val/test split (established 2026-05-11).
Cohort,Source Job ID,NCT ID,Study Title,Study Status,Phase,Conditions,Interventions,Classification,Classification Evidence,Classification Sources,Classification Evidence Text,Delivery Mode,Delivery Mode Evidence,Delivery Mode Sources,Delivery Mode Evidence Text,Outcome,Outcome Evidence,Outcome Sources,Outcome Evidence Text,Reason for Failure,Reason for Failure Evidence,Reason for Failure Sources,Reason for Failure Evidence Text,Peptide,Peptide Evidence,Peptide Sources,Peptide Evidence Text,Sequence,Sequence Evidence,Sequence Sources,Sequence Evidence Text
train,5c8d0aa0431a,NCT03428906,Effects of Intranasal Oxytocin on Male's Functional Brain Network in Resting-state and Tasks,COMPLETED,NA,Healthy,"DRUG: Oxytocin, DRUG: Placebo",Other,,,,Other,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=ANDA200219,fda_drugs:FDA:ANDA200219,"Drug: OXYTOCIN
Sponsor: HIKMA FARMACEUTICA
Application: ANDA200219
FDA approved: YES
Approval dates: 2013-02-13
Generic name(s): OXYTOCIN
Active substance: OXYTOCIN
Route: INTRAMUSCULAR, INTRAVENOU...",Positive,https://clinicaltrials.gov/study/NCT03428906; PMID:16339042; PMID:24067301; PMID:23510581; PMID:17617382; PMID:19632787; PMID:34455213; PMID:30243577; https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2369424/; https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2174,clinicaltrials_gov:NCT03428906; PMID:16339042; PMID:24067301; PMID:23510581; PMID:17617382; PMID:19632787; PMID:34455213; PMID:30243577; chembl:CHEMBL2369424; iuphar:GtoPdb:2174,"In a randomized, double-blind, cross-over, placebo controlled design, healthy male volunteers receive intranasal oxytocin or placebo prior to functional magnetic resonance imaging.Subjects will the...",,,,,True,,,,,,,
train,5c8d0aa0431a,NCT03431077,"An Open-Label, Multi-Center Study of LJPC-501 in Pediatric Patients Who Remain Hypotensive Despite Receiving Fluid Therapy and Vasopressor Therapy",COMPLETED,PHASE2,"Catecholamine-resistant Hypotension (CRH), Distributive Shock, High Output Shock, Sepsis",DRUG: Angiotensin II,Other,https://clinicaltrials.gov/study/NCT03431077; https://api.fda.gov; PMC:7063947; https://doi.org/10.1067/mcp.2000.111182; https://doi.org/10.1007/bf02238367; https://doi.org/10.1097/01.ccm.0000552557.40027.59; https://www.uniprot.org/uniprotkb/P50052; https://www.uniprot.org/uniprotkb/P30556; https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2504; https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=585,clinicaltrials_gov:NCT03431077; openfda:Angiotensin II; PMC:7063947; crossref:DOI:10.1067/mcp.2000.111182; crossref:DOI:10.1007/bf02238367; crossref:DOI:10.1097/01.ccm.0000552557.40027.59; uniprot:P50052; uniprot:P30556; iuphar:GtoPdb:2504; iuphar:GtoPdb:585,"The objective of this study is to evaluate the effect of LJPC-501 infusion on mean arterial pressure (MAP) or reduction in sum norepinephrine (NE) equivalent dosing, at Hour 2 after the start of LJ...",Injection/Infusion,https://clinicaltrials.gov/study/NCT03431077,clinicaltrials_gov:NCT03431077,Arm: LJPC-501 - Angiotensin II administered via continuous infusion (1.25 - 40 ng/kg/min) for 24 hours up to 168 hours.,Positive,https://clinicaltrials.gov/study/NCT03431077; https://api.fda.gov; https://doi.org/10.1067/mcp.2000.111182; PMC:7063947; https://doi.org/10.1007/bf02238367; https://doi.org/10.1097/01.ccm.0000552557.40027.59; https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3989932/; https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL428628/; https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2504; https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=585,clinicaltrials_gov:NCT03431077; openfda:Angiotensin II; crossref:DOI:10.1067/mcp.2000.111182; PMC:7063947; crossref:DOI:10.1007/bf02238367; crossref:DOI:10.1097/01.ccm.0000552557.40027.59; chembl:CHEMBL3989932; chembl:CHEMBL428628; iuphar:GtoPdb:2504; iuphar:GtoPdb:585,"The objective of this study is to evaluate the effect of LJPC-501 infusion on mean arterial pressure (MAP) or reduction in sum norepinephrine (NE) equivalent dosing, at Hour 2 after the start of LJ...",,,,,True,,,,,,,
train,5c8d0aa0431a,NCT03438435,Fluorescence QRH-882260 Peptide Imaging in the Bile Duct,COMPLETED,PHASE1,Cholangiocarcinoma,DRUG: QRH-882260 Heptapeptide,Other,https://clinicaltrials.gov/study/NCT03438435; PMC:7115043; PMC:13179767; https://doi.org/10.1016/0375-9601(93)90922-m; https://doi.org/10.32388/izdp0b,clinicaltrials_gov:NCT03438435; PMC:7115043; PMC:13179767; crossref:DOI:10.1016/0375-9601(93)90922-m; crossref:DOI:10.32388/izdp0b,A Phase 1b study of the safety and efficacy of a topically-administered 7-amino acid peptide labeled with a near-infrared fluorophore Cy5 for detecting neoplastic areas of the bile duct is proposed...,Topical,https://clinicaltrials.gov/study/NCT03438435; PMC:7115043; PMC:13179767; https://doi.org/10.1016/0375-9601(93)90922-m; https://doi.org/10.32388/izdp0b,clinicaltrials_gov:NCT03438435; PMC:7115043; PMC:13179767; crossref:DOI:10.1016/0375-9601(93)90922-m; crossref:DOI:10.32388/izdp0b,A Phase 1b study of the safety and efficacy of a topically-administered 7-amino acid peptide labeled with a near-infrared fluorophore Cy5 for detecting neoplastic areas of the bile duct is proposed...,Positive,https://clinicaltrials.gov/study/NCT03438435; PMC:7115043; PMC:13179767; https://doi.org/10.1016/0375-9601(93)90922-m; https://doi.org/10.32388/izdp0b,clinicaltrials_gov:NCT03438435; PMC:7115043; PMC:13179767; crossref:DOI:10.1016/0375-9601(93)90922-m; crossref:DOI:10.32388/izdp0b,A Phase 1b study of the safety and efficacy of a topically-administered 7-amino acid peptide labeled with a near-infrared fluorophore Cy5 for detecting neoplastic areas of the bile duct is proposed...,,,,,True,,,,,,,
train,5c8d0aa0431a,NCT03439072,"G-Pen™ (Glucagon Injection) Compared to Lilly Glucagon (Glucagon for Injection [RDNA Origin]) for Induced Hypoglycemia Rescue in Adults With T1D: a Phase 3 B Multi-Centered, Randomized, Controlled, Single Blind, 2-Way Crossover Study to Evaluate Efficacy and Safety",COMPLETED,PHASE3,"Insulin Hypoglycemia, Type 1 Diabetes Mellitus, Severe Hypoglycemia","DRUG: G-Pen, DRUG: Lilly Glucagon",Other,https://clinicaltrials.gov/study/NCT03439072; PMID:34620618; PMC:10570215; PMID:36477885; https://doi.org/10.2337/db19-384-p; https://doi.org/10.2165/00128413-200816270-00075; https://doi.org/10.31390/gradschool_theses.223; https://reporter.nih.gov/search/results/?text_terms=Lilly+Glucagon,clinicaltrials_gov:NCT03439072; PMID:34620618; PMC:10570215; PMID:36477885; crossref:DOI:10.2337/db19-384-p; crossref:DOI:10.2165/00128413-200816270-00075; crossref:DOI:10.31390/gradschool_theses.223; nih_reporter:NIH:3R01DK119254-05S1; nih_reporter:NIH:2R56DK119254-06; nih_reporter:NIH:5R01DK119254-05,"This is a non-inferiority, multi-center, randomized, controlled, single-blind, two-way crossover efficacy and safety study in subjects with Type 1 diabetes mellitus. The study involves two daytime ...",Injection/Infusion,https://clinicaltrials.gov/study/NCT03439072,clinicaltrials_gov:NCT03439072,DRUG: G-Pen - 1 mg subcutaneous injection of G-Pen (glucagon injection) administered via auto-injector,Failed - completed trial,https://clinicaltrials.gov/study/NCT03439072; PMID:34620618; PMID:36477885; https://doi.org/10.2337/db19-384-p; PMC:10570215; https://doi.org/10.2165/00128413-200816270-00075; https://doi.org/10.31390/gradschool_theses.223; https://reporter.nih.gov/search/results/?text_terms=Lilly+Glucagon,clinicaltrials_gov:NCT03439072; PMID:34620618; PMID:36477885; crossref:DOI:10.2337/db19-384-p; PMC:10570215; crossref:DOI:10.2165/00128413-200816270-00075; crossref:DOI:10.31390/gradschool_theses.223; nih_reporter:NIH:3R01DK119254-05S1; nih_reporter:NIH:2R56DK119254-06; nih_reporter:NIH:5R01DK119254-05,"This is a non-inferiority, multi-center, randomized, controlled, single-blind, two-way crossover efficacy and safety study in subjects with Type 1 diabetes mellitus. The study involves two daytime ...",Toxic/Unsafe,https://clinicaltrials.gov/study/NCT03439072; PMID:34620618; PMID:36477885; PMC:10570215; https://doi.org/10.2337/db19-384-p; https://doi.org/10.2165/00128413-200816270-00075; https://doi.org/10.31390/gradschool_theses.223; https://reporter.nih.gov/search/results/?text_terms=Lilly+Glucagon,clinicaltrials_gov:NCT03439072; PMID:34620618; PMID:36477885; PMC:10570215; crossref:DOI:10.2337/db19-384-p; crossref:DOI:10.2165/00128413-200816270-00075; crossref:DOI:10.31390/gradschool_theses.223; nih_reporter:NIH:3R01DK119254-05S1; nih_reporter:NIH:2R56DK119254-06; nih_reporter:NIH:5R01DK119254-05,"This is a non-inferiority, multi-center, randomized, controlled, single-blind, two-way crossover efficacy and safety study in subjects with Type 1 diabetes mellitus. The study involves two daytime ...",True,,,,,,,
train,5c8d0aa0431a,NCT03449251,"A Series of Pilot Studies to Evaluate the Haemodynamic and Metabolic Effects of Apelin and Relaxin in Healthy Humans, Subjects With Increased Weight and Patients With Type 2 Diabetes Mellitus",UNKNOWN,PHASE2,"Cardiovascular Diseases, Type 2 Diabetes Mellitus","DRUG: Apelin, DRUG: Relaxin, DRUG: Normal saline, DIAGNOSTIC_TEST: Verapamil, DIAGNOSTIC_TEST: LN Monomethyl arginine",Other,https://dbaasp.org/peptide-card?id=DBAASPR_5979; https://dbaasp.org/peptide-card?id=DBAASPS_5981; https://dbaasp.org/peptide-card?id=DBAASPR_5982; https://dbaasp.org/peptide-card?id=DBAASPS_5983; https://dbaasp.org/peptide-card?id=DBAASPS_5984,dbaasp:DBAASP:DBAASPR_5979; dbaasp:DBAASP:DBAASPS_5981; dbaasp:DBAASP:DBAASPR_5982; dbaasp:DBAASP:DBAASPS_5983; dbaasp:DBAASP:DBAASPS_5984,"Peptide: Apelin-36
Sequence: LVQPRGPRSGPGPWQGGRRKFRRQRPRLSHKGPMPF
Length: 36 aa | Peptide: Apelin-17
Sequence: KFRRQRPRLSHKGPMPF
Length: 17 aa | Peptide: Apelin-13
Sequence: QRPRLSHKGPMPF
Length: 1...",Other,https://clinicaltrials.gov/study/NCT03449251; PMC:13197934; PMC:6934825; PMC:10757586; PMC:6534150; https://doi.org/10.1677/joe.1.06804; iuphar:3746; iuphar:605; https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4754949/; https://www.uniprot.org/uniprotkb/P0DMC3,clinicaltrials_gov:NCT03449251; PMC:13197934; PMC:6934825; PMC:10757586; PMC:6534150; crossref:DOI:10.1677/joe.1.06804; iuphar:3746; iuphar:605; chembl:CHEMBL4754949; uniprot:P0DMC3,"Type two diabetes mellitus (T2DM) is a common, long term metabolic disorder characterised by hyperglycaemia (high blood glucose) resulting from insulin resistance and relative insulin insufficiency...",Unknown,https://clinicaltrials.gov/study/NCT03449251; PMID:31882594; PMID:37956047; https://doi.org/10.1677/joe.1.06804; PMC:13197934; https://doi.org/10.21276/ijcmr.2020.7.4.18; https://doi.org/10.1016/j.mehy.2026.111971; PMC:6534150; https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4754949/; https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4559795/,clinicaltrials_gov:NCT03449251; PMID:31882594; PMID:37956047; crossref:DOI:10.1677/joe.1.06804; PMC:13197934; crossref:DOI:10.21276/ijcmr.2020.7.4.18; crossref:DOI:10.1016/j.mehy.2026.111971; PMC:6534150; chembl:CHEMBL4754949; chembl:CHEMBL4559795,"Type two diabetes mellitus (T2DM) is a common, long term metabolic disorder characterised by hyperglycaemia (high blood glucose) resulting from insulin resistance and relative insulin insufficiency...",,https://clinicaltrials.gov/study/NCT03449251; PMID:31882594; PMID:37956047; PMC:13197934; PMC:6534150; https://doi.org/10.1677/joe.1.06804; https://doi.org/10.21276/ijcmr.2020.7.4.18; https://doi.org/10.1016/j.mehy.2026.111971; iuphar:3746; iuphar:605,clinicaltrials_gov:NCT03449251; PMID:31882594; PMID:37956047; PMC:13197934; PMC:6534150; crossref:DOI:10.1677/joe.1.06804; crossref:DOI:10.21276/ijcmr.2020.7.4.18; crossref:DOI:10.1016/j.mehy.2026.111971; iuphar:3746; iuphar:605,"Type two diabetes mellitus (T2DM) is a common, long term metabolic disorder characterised by hyperglycaemia (high blood glucose) resulting from insulin resistance and relative insulin insufficiency...",True,,,,,,,
train,5c8d0aa0431a,NCT03456687,Effects of Exenatide on Motor Function and the Brain,COMPLETED,PHASE1,Parkinson's Disease,DRUG: Exenatide,Other,,,,Injection/Infusion,https://clinicaltrials.gov/study/NCT03456687,clinicaltrials_gov:NCT03456687,DRUG: Exenatide - Exenatide will be administered through a subcutaneous injection once per week for the duration of the study (1 year).,Positive,https://clinicaltrials.gov/study/NCT03456687; https://api.fda.gov; PMID:32848750; PMID:37657738; PMID:38612620; PMID:33632120; PMID:34146514; PMC:12735111; PMC:12474678; https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL414357/,clinicaltrials_gov:NCT03456687; openfda:Exenatide; PMID:32848750; PMID:37657738; PMID:38612620; PMID:33632120; PMID:34146514; PMC:12735111; PMC:12474678; chembl:CHEMBL414357,Participants will receive baseline testing to confirm a diagnosis of Parkinson's Disease and to determine eligibility in the research study. All of the participants in this study will receive the s...,,,,,True,,,,,,,
train,5c8d0aa0431a,NCT03457948,A Pilot Study of Pembrolizumab and Liver-Directed Therapy or Peptide Receptor Radionuclide Therapy for Patients With Well-Differentiated Neuroendocrine Tumors and Symptomatic and/or Progressive Metastases,ACTIVE_NOT_RECRUITING,PHASE2,"Metastatic Malignant Neoplasm in the Liver, Neuroendocrine Neoplasm","PROCEDURE: Arterial Embolization, BIOLOGICAL: Pembrolizumab, BIOLOGICAL: Peptide Receptor Radionuclide Therapy (PRRT) using 177Lu-DOTA0-Tyr3-Octreotate, DEVICE: Yttrium-90 Microsphere Radioembolization",Other,https://clinicaltrials.gov/study/NCT03457948; https://api.fda.gov; PMC:9297626; PMC:12491095; PMC:8041666; PMC:12786313; PMC:8704278; PMC:10750207; PMC:9162439; https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7499,clinicaltrials_gov:NCT03457948; openfda:Pembrolizumab; PMC:9297626; PMC:12491095; PMC:8041666; PMC:12786313; PMC:8704278; PMC:10750207; PMC:9162439; iuphar:GtoPdb:7499,This pilot phase II trial studies how effective pembrolizumab and liver-directed therapy or peptide receptor radionuclide therapy are at treating patients with well-differentiated neuroendocrine tu...,Other,,,,Recruiting,https://clinicaltrials.gov/study/NCT03457948; https://api.fda.gov; PMID:33078260; PMID:38250038; PMID:34638429; PMID:36387893; PMID:33654350; https://doi.org/10.1055/s-0040-1720951; https://doi.org/10.3390/cancers14205103; https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3137343/,clinicaltrials_gov:NCT03457948; openfda:Pembrolizumab; PMID:33078260; PMID:38250038; PMID:34638429; PMID:36387893; PMID:33654350; crossref:DOI:10.1055/s-0040-1720951; crossref:DOI:10.3390/cancers14205103; chembl:CHEMBL3137343,This pilot phase II trial studies how effective pembrolizumab and liver-directed therapy or peptide receptor radionuclide therapy are at treating patients with well-differentiated neuroendocrine tu...,,,,,True,,,,,,,
train,5c8d0aa0431a,NCT03481400,Provoked Migraine Attacks With Calcitonin Gene-related Peptide (CGRP) in Patients Who Have Tried Preventive Treatment With Anti-CGRP Monoclonal Antibodies.,UNKNOWN,NA,Migraine,"DRUG: Calcitonin Gene-Related Peptide, OTHER: Placebo",Other,,,,Injection/Infusion,https://clinicaltrials.gov/study/NCT03481400,clinicaltrials_gov:NCT03481400,DRUG: Calcitonin Gene-Related Peptide - Calcitonin gene-related peptide intravenous infusion (1.5 micrograms/min for 20 mins),Unknown,https://clinicaltrials.gov/study/NCT03481400; https://openalex.org/W2900267857; PMC:6888880; https://doi.org/10.1016/b978-0-443-24705-7.00007-7; https://doi.org/10.1177/0333102410365014; https://doi.org/10.1201/9781498713573-17; https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3037882/; https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2369742/; https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1794015/; https://www.uniprot.org/uniprotkb/P06881,clinicaltrials_gov:NCT03481400; openalex:https://doi.org/10.1186/s10194-018-0927-2; PMC:6888880; crossref:DOI:10.1016/b978-0-443-24705-7.00007-7; crossref:DOI:10.1177/0333102410365014; crossref:DOI:10.1201/9781498713573-17; chembl:CHEMBL3037882; chembl:CHEMBL2369742; chembl:CHEMBL1794015; uniprot:P06881,Calcitonin gene-related peptide (CGRP) plays a role in migraine pathophysiology. Infusions of CGRP can trigger migraine-like attacks in migraine patients and antibodies against CGRP or the CGRP rec...,,https://clinicaltrials.gov/study/NCT03481400; PMID:30409109; https://openalex.org/W30409109; PMC:6888880; https://doi.org/10.1016/b978-0-443-24705-7.00007-7; https://doi.org/10.1177/0333102410365014; https://doi.org/10.1201/9781498713573-17; https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3037882/; https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2369742/; https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1794015/,clinicaltrials_gov:NCT03481400; PMID:30409109; openalex:https://doi.org/10.1186/s10194-018-0927-2; PMC:6888880; crossref:DOI:10.1016/b978-0-443-24705-7.00007-7; crossref:DOI:10.1177/0333102410365014; crossref:DOI:10.1201/9781498713573-17; chembl:CHEMBL3037882; chembl:CHEMBL2369742; chembl:CHEMBL1794015,Calcitonin gene-related peptide (CGRP) plays a role in migraine pathophysiology. Infusions of CGRP can trigger migraine-like attacks in migraine patients and antibodies against CGRP or the CGRP rec...,True,,,,,,,
train,5c8d0aa0431a,NCT03482648,"A Phase I, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate Safety, Tolerability and Pharmacokinetics of Novel Oral Peptide BBT-401-1S Following Single and Multiple Ascending Doses in Healthy Adult Subjects",COMPLETED,PHASE1,Ulcerative Colitis,"DRUG: BBT-401-1S, Single dose, DRUG: BBT-401-1S, Multiple doses, DRUG: Placebo",Other,"https://clinicaltrials.gov/study/NCT03482648; PMID:36002243; PMID:40269970; PMID:40315882; PMID:39522528; PMID:39155237; PMID:22567025; PMID:38761994; https://reporter.nih.gov/search/results/?text_terms=BBT-401-1S,+Single+dose; https://reporter.nih.gov/search/results/?text_terms=BBT-401-1S,+Multiple+doses",clinicaltrials_gov:NCT03482648; PMID:36002243; PMID:40269970; PMID:40315882; PMID:39522528; PMID:39155237; PMID:22567025; PMID:38761994; nih_reporter:NIH:1R56DK141545-01A1; nih_reporter:NIH:5R44CA217607-05,"Title: A Phase I, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate Safety, Tolerability and Pharmacokinetics of Novel Oral Peptide BBT-401-1S Following Single and Multiple Ascending D...",Oral,,,,Positive,"https://clinicaltrials.gov/study/NCT03482648; PMID:22567025; PMID:38761994; PMID:36002243; PMID:40269970; PMID:40315882; PMID:39522528; PMID:39155237; https://reporter.nih.gov/search/results/?text_terms=BBT-401-1S,+Single+dose; https://reporter.nih.gov/search/results/?text_terms=BBT-401-1S,+Multiple+doses",clinicaltrials_gov:NCT03482648; PMID:22567025; PMID:38761994; PMID:36002243; PMID:40269970; PMID:40315882; PMID:39522528; PMID:39155237; nih_reporter:NIH:1R56DK141545-01A1; nih_reporter:NIH:5R44CA217607-05,"Title: A Phase I, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate Safety, Tolerability and Pharmacokinetics of Novel Oral Peptide BBT-401-1S Following Single and Multiple Ascending D...",,,,,True,"https://clinicaltrials.gov/study/NCT03482648; PMID:36002243; PMID:40269970; PMID:40315882; PMID:39522528; PMID:39155237; https://reporter.nih.gov/search/results/?text_terms=BBT-401-1S,+Single+dose; https://reporter.nih.gov/search/results/?text_terms=BBT-401-1S,+Multiple+doses",clinicaltrials_gov:NCT03482648; PMID:36002243; PMID:40269970; PMID:40315882; PMID:39522528; PMID:39155237; nih_reporter:NIH:1R56DK141545-01A1; nih_reporter:NIH:5R44CA217607-05,"Title: A Phase I, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate Safety, Tolerability and Pharmacokinetics of Novel Oral Peptide BBT-401-1S Following Single and Multiple Ascending D...",,,,
train,5c8d0aa0431a,NCT03490786,"A Dose Escalating Study to Assess the Safety and Tolerability, Pharmacokinetics and Pharmacodynamics of a Lingual Application of GT-001 in Subjects With Obesity.",COMPLETED,PHASE1,Feeding and Eating Disorders,DRUG: GT-001,Other,https://clinicaltrials.gov/study/NCT03490786; PMID:29037983; PMID:40581082; PMID:34508654; PMID:12362927; PMID:41118773; https://openalex.org/W2887656505; https://openalex.org/W3107304213; https://reporter.nih.gov/search/results/?text_terms=GT-001,clinicaltrials_gov:NCT03490786; PMID:29037983; PMID:40581082; PMID:34508654; PMID:12362927; PMID:41118773; openalex:https://doi.org/10.1158/1538-7445.am2018-ct144; openalex:https://doi.org/10.1136/jitc-2020-sitc2020.0304; nih_reporter:NIH:5R01HL166462-04; nih_reporter:NIH:5U19AI128949-10,This is a dose-escalation design trial. Twelve evaluable subjects (n=12) with BMIs of 30 to 40 kg/m2 will receive a single dose of placebo followed by study drug applied directly to the surface of ...,Topical,PMID:34508654,PMID:34508654,"Title: Dose escalation of subcutaneous epcoritamab in patients with relapsed or refractory B-cell non-Hodgkin lymphoma: an open-label, phase 1/2 study.
Authors: Hutchings Martin, Mous Rogier, Claus...",Positive,https://clinicaltrials.gov/study/NCT03490786; https://openalex.org/W2887656505; https://openalex.org/W3107304213; https://openalex.org/W2487593164; https://openalex.org/W3097585090; PMID:27222480; PMID:29037983; PMID:40581082; https://reporter.nih.gov/search/results/?text_terms=GT-001,clinicaltrials_gov:NCT03490786; openalex:https://doi.org/10.1158/1538-7445.am2018-ct144; openalex:https://doi.org/10.1136/jitc-2020-sitc2020.0304; openalex:https://doi.org/10.1158/1538-7445.am2016-ct007; openalex:https://doi.org/10.1182/blood-2020-134942; PMID:27222480; PMID:29037983; PMID:40581082; nih_reporter:NIH:5R01HL166462-04; nih_reporter:NIH:5U19AI128949-10,This is a dose-escalation design trial. Twelve evaluable subjects (n=12) with BMIs of 30 to 40 kg/m2 will receive a single dose of placebo followed by study drug applied directly to the surface of ...,,,,,True,,,,,,,
train,5c8d0aa0431a,NCT03499119,"A Phase I, Randomized, Open-label, Multiple-dose Study to Evaluate Safety, Tolerability, and Pharmacokinetics of AMG 334 in Children and Adolescents With Migraine",COMPLETED,PHASE1,Migraine,"DRUG: AMG 334 Dose 1, DRUG: AMG 334 Dose 2, DRUG: AMG 334 Dose 3",Other,,,,Injection/Infusion,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=BLA761089,fda_drugs:FDA:BLA761089,"Drug: AJOVY
Sponsor: TEVA PHARMS USA
Application: BLA761089
FDA approved: YES
Approval dates: 2025-03-21, 2018-09-14, 2020-01-27
Generic name(s): FREMANEZUMAB-VFRM
Active substance: FREMANEZUMAB
Ro...",Positive,https://clinicaltrials.gov/study/NCT03499119; PMC:10933636; https://doi.org/10.3410/f.729268087.793536239; PMC:9031827; PMC:9124163; https://doi.org/10.1016/s1474-4422(16)00040-5; https://doi.org/10.1212/wnl.0000000000004391,clinicaltrials_gov:NCT03499119; PMC:10933636; crossref:DOI:10.3410/f.729268087.793536239; PMC:9031827; PMC:9124163; crossref:DOI:10.1016/s1474-4422(16)00040-5; crossref:DOI:10.1212/wnl.0000000000004391,Primary Outcome: Area Under the Concentration Time Curve From 0 to 28 Days (AUC0-28day) of Erenumab — Blood samples for PK testing were collected for the measurement of PK concentrations. Serum ere...,,,,,False,https://clinicaltrials.gov/study/NCT03499119; PMC:10933636; PMC:9031827; PMC:9124163; https://doi.org/10.3410/f.729268087.793536239; https://doi.org/10.1016/s1474-4422(16)00040-5,clinicaltrials_gov:NCT03499119; PMC:10933636; PMC:9031827; PMC:9124163; crossref:DOI:10.3410/f.729268087.793536239; crossref:DOI:10.1016/s1474-4422(16)00040-5,Primary Outcome: Area Under the Concentration Time Curve From 0 to 28 Days (AUC0-28day) of Erenumab — Blood samples for PK testing were collected for the measurement of PK concentrations. Serum ere...,,,,
train,5c8d0aa0431a,NCT03508895,"Double-blind, Randomized, Cross-over Trial of Whole Hemp Seed Protein and Hemp Seed Protein Hydrolysate Derived Bioactive Peptide Consumption for Hypertension",COMPLETED,NA,Hypertension,"OTHER: Whole hemp seed protein, OTHER: Whole hemp seed protein plus bioactive peptides, OTHER: Casein protein",Other,https://clinicaltrials.gov/study/NCT03508895; PMID:38710445; PMID:32326966; PMC:8472406; PMID:39767622; PMID:37761214; https://doi.org/10.2139/ssrn.4353470; https://doi.org/10.31003/fcc_f106058_02_01; https://www.ebi.ac.uk/proteins/api/proteins/Q28316; https://rxnav.nlm.nih.gov/REST/rxcui/1788846,clinicaltrials_gov:NCT03508895; PMID:38710445; PMID:32326966; PMC:8472406; PMID:39767622; PMID:37761214; crossref:DOI:10.2139/ssrn.4353470; crossref:DOI:10.31003/fcc_f106058_02_01; ebi_proteins:Q28316; rxnorm:1788846,"This clinical trial is being conducted to study the effect of whole hemp seed protein, hemp seed protein hydrolysate derived bioactive peptide and casein protein consumption on systolic and diastol...",Oral,https://clinicaltrials.gov/study/NCT03508895; PMID:38710445; PMID:32326966; PMC:8472406; PMID:39767622; PMID:37761214; https://www.ebi.ac.uk/proteins/api/proteins/Q28316; https://rxnav.nlm.nih.gov/REST/rxcui/1788846; https://rxnav.nlm.nih.gov/REST/rxcui/1440974,clinicaltrials_gov:NCT03508895; PMID:38710445; PMID:32326966; PMC:8472406; PMID:39767622; PMID:37761214; ebi_proteins:Q28316; rxnorm:1788846; rxnorm:1440974,"This clinical trial is being conducted to study the effect of whole hemp seed protein, hemp seed protein hydrolysate derived bioactive peptide and casein protein consumption on systolic and diastol...",Positive,https://clinicaltrials.gov/study/NCT03508895; PMID:32326966; PMID:38710445; PMID:39767622; PMID:37761214; PMC:8472406; https://doi.org/10.2139/ssrn.4353470; https://doi.org/10.31003/fcc_f106058_02_01; https://www.ebi.ac.uk/proteins/api/proteins/Q28316; https://rxnav.nlm.nih.gov/REST/rxcui/1788846,clinicaltrials_gov:NCT03508895; PMID:32326966; PMID:38710445; PMID:39767622; PMID:37761214; PMC:8472406; crossref:DOI:10.2139/ssrn.4353470; crossref:DOI:10.31003/fcc_f106058_02_01; ebi_proteins:Q28316; rxnorm:1788846,"This clinical trial is being conducted to study the effect of whole hemp seed protein, hemp seed protein hydrolysate derived bioactive peptide and casein protein consumption on systolic and diastol...",,,,,True,,,,,,,
